string	surah_frequency
كثر	{'108': 58.399698340874814, '102': 25.306535947712415, '89': 5.182225791340427, '62': 4.452762923351159, '71': 3.5311445508435932, '74': 2.8866771043017967, '49': 2.2901842486617574, '52': 2.2329296424452134, '44': 2.1385805026235847, '56': 1.7884477701563546, '58': 1.6504262574595054, '45': 1.5199120689316767, '31': 1.4628055461105445, '48': 1.2988812291383618, '57': 1.2781078761470916, '36': 1.0136129218042356, '38': 0.977715490574852, '30': 0.9281125653195264, '41': 0.9213544641157434, '14': 0.920795728843387, '42': 0.9027301764939032, '13': 0.8926467706424134, '34': 0.8721379419085268, '43': 0.8506398637886528, '25': 0.8225309625475326, '37': 0.8072260270402685, '29': 0.7711488861669604, '23': 0.7175766336780459, '39': 0.6547616027868672, '27': 0.6455748966253168, '21': 0.6230579223893087, '40': 0.6200049640109209, '8': 0.601343428460493, '22': 0.5984990764141683, '33': 0.5853477859918061, '26': 0.560292308805441, '20': 0.5365343310469064, '28': 0.5235835023664639, '17': 0.47111143557640245, '18': 0.4532513901082821, '12': 0.4257970153849538, '10': 0.4231862198614117, '16': 0.4041501615285454, '11': 0.3863593274459911, '9': 0.2937496917900455, '5': 0.2712383274138523, '6': 0.24387924138495745, '7': 0.22342439035649572, '3': 0.21446216904841034, '4': 0.20666832133697363, '2': 0.12328614459749472}
تبع	{'75': 4.301394212075765, '77': 3.777094917569018, '79': 3.632517121681208, '71': 3.5311445508435932, '52': 2.2329296424452134, '44': 2.1385805026235847, '54': 2.1001274645404497, '53': 2.0574419469684893, '58': 1.6504262574595054, '45': 1.5199120689316767, '31': 1.4628055461105445, '47': 1.3816125176185123, '48': 1.2988812291383618, '57': 1.2781078761470916, '46': 1.1581938648838634, '15': 1.0931549005491326, '36': 1.0136129218042356, '38': 0.977715490574852, '30': 0.9281125653195264, '14': 0.920795728843387, '42': 0.9027301764939032, '13': 0.8926467706424134, '34': 0.8721379419085268, '43': 0.8506398637886528, '25': 0.8225309625475326, '37': 0.8072260270402685, '29': 0.7711488861669604, '19': 0.7457721792056704, '23': 0.7175766336780459, '39': 0.6547616027868672, '40': 0.6200049640109209, '8': 0.601343428460493, '22': 0.5984990764141683, '33': 0.5853477859918061, '24': 0.581536636102162, '26': 0.560292308805441, '20': 0.5365343310469064, '28': 0.5235835023664639, '17': 0.47111143557640245, '18': 0.4532513901082821, '12': 0.4257970153849538, '10': 0.4231862198614117, '16': 0.4041501615285454, '11': 0.3863593274459911, '9': 0.2937496917900455, '5': 0.2712383274138523, '6': 0.24387924138495745, '7': 0.22342439035649572, '3': 0.21446216904841034, '4': 0.20666832133697363, '2': 0.12328614459749472}
انس	{'103': 51.35145888594165, '95': 21.582497212931994, '99': 19.855897435897436, '100': 17.942075996292864, '86': 11.281759906759907, '96': 11.11337543053961, '82': 8.708726945569051, '90': 8.413515862668406, '84': 6.128363406141184, '89': 5.082567603045419, '80': 4.866641528406235, '75': 4.21867509261277, '79': 3.562661023187339, '70': 3.3240899725274726, '76': 2.8638313609467456, '72': 2.5989394549603975, '53': 2.0178757556806337, '32': 1.9989158492514196, '51': 1.9776790274798244, '50': 1.9543206137694327, '55': 1.8272298253893346, '59': 1.6601920933024612, '31': 1.4346746702238033, '46': 1.1359209059437894, '15': 1.0721326909231879, '36': 0.9941203656156927, '41': 0.9036361090365945, '14': 0.903088118673322, '42': 0.8853699807920974, '43': 0.8342814048696402, '25': 0.8067130594216185, '29': 0.756319099894519, '19': 0.7314304065286383, '23': 0.7037770830303911, '39': 0.6421700335025045, '27': 0.6331599947671377, '21': 0.6110760392664373, '22': 0.586989478790819, '33': 0.5740910977996561, '24': 0.5703532392540436, '20': 0.5262163631421582, '28': 0.5135145888594165, '17': 0.46205160027685627, '18': 0.44453501722158445, '12': 0.4176086112429354, '10': 0.4150480233256153, '16': 0.39637804303761187, '11': 0.3789293403797221, '6': 0.2391892559737083, '7': 0.2191277674650247, '4': 0.2026939305420318, '2': 0.12091525720138907}
بني	{'91': 9.30633337339262, '80': 4.774818103341965, '78': 3.9066693572797897, '79': 3.4954410038819175, '61': 3.4378690344062153, '71': 3.39789381307591, '70': 3.2613712938005386, '66': 3.0566827188758188, '74': 2.77774589281871, '68': 2.2478374455732943, '52': 2.1486681465038844, '44': 2.057879351581185, '32': 1.9612004558693172, '51': 1.9403643288481294, '50': 1.9174466399247263, '59': 1.6288677141835466, '58': 1.5881460213289582, '45': 1.4625568965191604, '31': 1.4076053368233539, '57': 1.2298773902547488, '46': 1.1144884360203215, '15': 1.0519037722265236, '36': 0.975363377585208, '38': 0.940820566402216, '30': 0.8930894496470914, '14': 0.8860487202077874, '43': 0.818540246287194, '37': 0.776764667529315, '19': 0.7176298328205508, '23': 0.6904982701430252, '39': 0.630053617776042, '27': 0.6212135797715312, '21': 0.5995463026765045, '40': 0.5966085502746595, '8': 0.5786512236129273, '33': 0.5632591902940021, '24': 0.5595918573813257, '26': 0.5391492028127828, '20': 0.5162877525168345, '28': 0.5038256343526349, '17': 0.4533336455546514, '18': 0.4361475640664601, '12': 0.40972920348363473, '10': 0.40721692854588665, '16': 0.3888992120369022, '11': 0.3717797301838783, '9': 0.28266479776023246, '5': 0.26100291883219745, '6': 0.23467625114401566, '7': 0.2149932812864393, '3': 0.20636925700884767, '4': 0.19886951675821987, '2': 0.11863383725419303}
لقي	{'84': 6.0127339079121045, '62': 4.284734133790737, '75': 4.139077449355925, '77': 3.6345630338871677, '73': 3.462308861665027, '70': 3.2613712938005386, '76': 2.809796806966618, '69': 2.541033634126333, '67': 2.217138603372749, '52': 2.1486681465038844, '60': 2.043488586884813, '54': 2.020877371538923, '32': 1.9612004558693172, '50': 1.9174466399247263, '55': 1.7927537909480264, '45': 1.4625568965191604, '31': 1.4076053368233539, '47': 1.3294761961989459, '15': 1.0519037722265236, '38': 0.940820566402216, '30': 0.8930894496470914, '41': 0.8865863711302436, '13': 0.8589619868445865, '43': 0.818540246287194, '25': 0.7914920583004559, '37': 0.776764667529315, '29': 0.7420489281983959, '19': 0.7176298328205508, '23': 0.6904982701430252, '39': 0.630053617776042, '27': 0.6212135797715312, '21': 0.5995463026765045, '40': 0.5966085502746595, '8': 0.5786512236129273, '22': 0.5759142056060865, '33': 0.5632591902940021, '24': 0.5595918573813257, '26': 0.5391492028127828, '20': 0.5162877525168345, '28': 0.5038256343526349, '17': 0.4533336455546514, '18': 0.4361475640664601, '12': 0.40972920348363473, '10': 0.40721692854588665, '16': 0.3888992120369022, '11': 0.3717797301838783, '9': 0.28266479776023246, '5': 0.26100291883219745, '6': 0.23467625114401566, '7': 0.2149932812864393, '3': 0.20636925700884767, '4': 0.19886951675821987, '2': 0.11863383725419303}
موت	{'87': 10.146488469601678, '80': 4.774818103341965, '62': 4.284734133790737, '75': 4.139077449355925, '63': 3.9811834867101945, '77': 3.6345630338871677, '67': 2.217138603372749, '49': 2.2037622015424456, '44': 2.057879351581185, '53': 1.9798026282149614, '32': 1.9612004558693172, '50': 1.9174466399247263, '56': 1.7209591750561148, '45': 1.4625568965191604, '31': 1.4076053368233539, '47': 1.3294761961989459, '57': 1.2298773902547488, '46': 1.1144884360203215, '15': 1.0519037722265236, '36': 0.975363377585208, '35': 0.9618790912591452, '30': 0.8930894496470914, '41': 0.8865863711302436, '14': 0.8860487202077874, '42': 0.868664886814888, '13': 0.8589619868445865, '34': 0.8392270761761295, '43': 0.818540246287194, '25': 0.7914920583004559, '37': 0.776764667529315, '29': 0.7420489281983959, '19': 0.7176298328205508, '23': 0.6904982701430252, '39': 0.630053617776042, '27': 0.6212135797715312, '21': 0.5995463026765045, '40': 0.5966085502746595, '8': 0.5786512236129273, '22': 0.5759142056060865, '33': 0.5632591902940021, '26': 0.5391492028127828, '20': 0.5162877525168345, '17': 0.4533336455546514, '10': 0.40721692854588665, '16': 0.3888992120369022, '11': 0.3717797301838783, '9': 0.28266479776023246, '5': 0.26100291883219745, '6': 0.23467625114401566, '7': 0.2149932812864393, '3': 0.20636925700884767, '4': 0.19886951675821987, '2': 0.11863383725419303}
نوس	{'114': 38.44985104270109, '110': 33.978938130759104, '99': 19.481257861635218, '101': 16.989469065379552, '62': 4.284734133790737, '83': 4.17455525606469, '66': 3.0566827188758188, '49': 2.2037622015424456, '44': 2.057879351581185, '54': 2.020877371538923, '32': 1.9612004558693172, '59': 1.6288677141835466, '45': 1.4625568965191604, '31': 1.4076053368233539, '47': 1.3294761961989459, '48': 1.2498668431331408, '57': 1.2298773902547488, '46': 1.1144884360203215, '35': 0.9618790912591452, '38': 0.940820566402216, '30': 0.8930894496470914, '14': 0.8860487202077874, '42': 0.868664886814888, '13': 0.8589619868445865, '34': 0.8392270761761295, '43': 0.818540246287194, '25': 0.7914920583004559, '29': 0.7420489281983959, '19': 0.7176298328205508, '39': 0.630053617776042, '27': 0.6212135797715312, '21': 0.5995463026765045, '40': 0.5966085502746595, '8': 0.5786512236129273, '22': 0.5759142056060865, '33': 0.5632591902940021, '24': 0.5595918573813257, '26': 0.5391492028127828, '20': 0.5162877525168345, '28': 0.5038256343526349, '17': 0.4533336455546514, '18': 0.4361475640664601, '12': 0.40972920348363473, '10': 0.40721692854588665, '16': 0.3888992120369022, '11': 0.3717797301838783, '9': 0.28266479776023246, '5': 0.26100291883219745, '6': 0.23467625114401566, '7': 0.2149932812864393, '3': 0.20636925700884767, '4': 0.19886951675821987, '2': 0.11863383725419303}
اول	{'93': 13.278120713305897, '87': 9.958590534979423, '92': 8.337424633936262, '83': 4.097248677248677, '77': 3.5672563110374056, '79': 3.430710614921141, '73': 3.3981920308934526, '65': 2.551667325688678, '68': 2.206210826210826, '44': 2.019770474700052, '54': 1.9834537165104245, '53': 1.9431396165813508, '50': 1.881938368815009, '56': 1.6890895607032237, '59': 1.5987034972542218, '48': 1.2267211608528972, '57': 1.2071018830278089, '46': 1.0938497612792044, '15': 1.0324240727408474, '36': 0.9573010928151114, '35': 0.9440665154950869, '38': 0.9233979633206935, '41': 0.8701681049982021, '14': 0.86964041057431, '13': 0.8430552833845014, '34': 0.8236858340247197, '43': 0.8033820935781719, '25': 0.7768347979615584, '37': 0.7623801366491424, '19': 0.7043403914720221, '23': 0.6777112651403767, '39': 0.6183859581875968, '27': 0.6097096245905769, '21': 0.5884435933676804, '40': 0.5855602437880919, '8': 0.5679354602126879, '33': 0.5528284645478169, '24': 0.5492290452075974, '26': 0.5291649583162498, '20': 0.5067268682109671, '28': 0.49449553001277136, '17': 0.4449385780443801, '18': 0.4280707573244886, '12': 0.4021416256413452, '10': 0.39967587431355545, '16': 0.3816973747769595, '11': 0.36489492036565824, '9': 0.27743026446837626, '5': 0.256169531446416, '6': 0.2303303946413487, '7': 0.21101192422557932, '3': 0.2025476041012764, '4': 0.19518674792936394, '2': 0.11643691434207835}
صلح	{'103': 49.44955300127713, '95': 20.783145464304884, '98': 8.485426254657023, '85': 6.796384061786905, '84': 5.901386983691511, '63': 3.907457866585932, '66': 3.000077483341082, '64': 2.8509682644871512, '65': 2.551667325688678, '72': 2.5026824381100123, '68': 2.206210826210826, '49': 2.162951790402771, '32': 1.9248819289087746, '45': 1.4354725095465835, '31': 1.381538571326625, '47': 1.304856266639706, '48': 1.2267211608528972, '46': 1.0938497612792044, '35': 0.9440665154950869, '38': 0.9233979633206935, '30': 0.8765507561351082, '41': 0.8701681049982021, '14': 0.86964041057431, '42': 0.8525785000220196, '13': 0.8430552833845014, '34': 0.8236858340247197, '25': 0.7768347979615584, '37': 0.7623801366491424, '29': 0.7283072813799071, '19': 0.7043403914720221, '23': 0.6777112651403767, '27': 0.6097096245905769, '21': 0.5884435933676804, '40': 0.5855602437880919, '8': 0.5679354602126879, '22': 0.5652491277244923, '33': 0.5528284645478169, '24': 0.5492290452075974, '26': 0.5291649583162498, '20': 0.5067268682109671, '28': 0.49449553001277136, '17': 0.4449385780443801, '18': 0.4280707573244886, '12': 0.4021416256413452, '10': 0.39967587431355545, '16': 0.3816973747769595, '11': 0.36489492036565824, '9': 0.27743026446837626, '5': 0.256169531446416, '6': 0.2303303946413487, '7': 0.21101192422557932, '3': 0.2025476041012764, '4': 0.19518674792936394, '2': 0.11643691434207835}
ولي	{'96': 10.507191316146539, '92': 8.18583509513742, '88': 7.371537363160399, '80': 4.601188354129531, '62': 4.12892561983471, '75': 3.988565542106618, '70': 3.142775974025974, '66': 2.9455306200076072, '64': 2.7991324778601117, '44': 1.983047375160051, '60': 1.9691799109980928, '54': 1.9473909216647804, '53': 1.907809805370781, '32': 1.8898840756558877, '51': 1.8698056259809248, '59': 1.5696361609405087, '58': 1.530395256916996, '45': 1.4093730093730092, '31': 1.3564196882115958, '47': 1.2811316072462569, '48': 1.2044171397464811, '57': 1.185154576063667, '46': 1.0739615838014007, '30': 0.8606134696599245, '41': 0.8543468667255074, '42': 0.837077072748892, '13': 0.8277270055047832, '34': 0.808709727951543, '25': 0.762710528907712, '37': 0.7485186796191581, '29': 0.7150653308093632, '19': 0.691534202536167, '39': 0.6071425771296405, '27': 0.5986239950525665, '21': 0.5777446189428135, '40': 0.5749136939010356, '8': 0.5576093609360936, '22': 0.5549718708567742, '33': 0.5427770379196747, '24': 0.5392430625674594, '20': 0.49751365242531315, '28': 0.4855047021943574, '17': 0.4368487857163004, '18': 0.42028765264586154, '12': 0.3948299597205935, '10': 0.3924090402351272, '16': 0.37475742250828753, '11': 0.35826046726810085, '9': 0.2723860778416785, '5': 0.25151190360193576, '6': 0.22614256928423324, '7': 0.2071753437851142, '3': 0.19886492039034412, '4': 0.1916378979670119, '2': 0.11431987953585875}
دعو	{'96': 10.507191316146539, '84': 5.794089038533483, '61': 3.3128556149732615, '71': 3.274334038054968, '70': 3.142775974025974, '72': 2.4571791210534664, '68': 2.166097902097902, '67': 2.1365153814319218, '52': 2.0705347593582886, '44': 1.983047375160051, '54': 1.9473909216647804, '32': 1.8898840756558877, '45': 1.4093730093730092, '31': 1.3564196882115958, '47': 1.2811316072462569, '48': 1.2044171397464811, '57': 1.185154576063667, '46': 1.0739615838014007, '36': 0.9398956184002912, '35': 0.9269016697588125, '38': 0.9066089094421355, '30': 0.8606134696599245, '41': 0.8543468667255074, '14': 0.8538287667456861, '42': 0.837077072748892, '13': 0.8277270055047832, '34': 0.808709727951543, '43': 0.7887751464222051, '25': 0.762710528907712, '37': 0.7485186796191581, '29': 0.7150653308093632, '19': 0.691534202536167, '23': 0.6653892421378242, '39': 0.6071425771296405, '27': 0.5986239950525665, '21': 0.5777446189428135, '40': 0.5749136939010356, '8': 0.5576093609360936, '22': 0.5549718708567742, '33': 0.5427770379196747, '24': 0.5392430625674594, '26': 0.5195437772559544, '20': 0.49751365242531315, '28': 0.4855047021943574, '17': 0.4368487857163004, '18': 0.42028765264586154, '12': 0.3948299597205935, '10': 0.3924090402351272, '16': 0.37475742250828753, '11': 0.35826046726810085, '6': 0.22614256928423324, '7': 0.2071753437851142, '3': 0.19886492039034412, '4': 0.1916378979670119, '2': 0.11431987953585875}
خير	{'97': 25.142207792207792, '99': 18.772848484848485, '100': 16.963417305585978, '93': 13.036700336700335, '87': 9.777525252525253, '98': 8.331145777299623, '62': 4.12892561983471, '73': 3.3364067212408446, '61': 3.3128556149732615, '70': 3.142775974025974, '66': 2.9455306200076072, '64': 2.7991324778601117, '68': 2.166097902097902, '49': 2.1236253942136294, '44': 1.983047375160051, '54': 1.9473909216647804, '50': 1.847721307563827, '55': 1.7275627440044616, '56': 1.6583788414177107, '58': 1.530395256916996, '47': 1.2811316072462569, '46': 1.0739615838014007, '35': 0.9269016697588125, '38': 0.9066089094421355, '30': 0.8606134696599245, '41': 0.8543468667255074, '42': 0.837077072748892, '34': 0.808709727951543, '43': 0.7887751464222051, '25': 0.762710528907712, '37': 0.7485186796191581, '29': 0.7150653308093632, '19': 0.691534202536167, '23': 0.6653892421378242, '27': 0.5986239950525665, '21': 0.5777446189428135, '8': 0.5576093609360936, '22': 0.5549718708567742, '33': 0.5427770379196747, '24': 0.5392430625674594, '20': 0.49751365242531315, '28': 0.4855047021943574, '17': 0.4368487857163004, '18': 0.42028765264586154, '12': 0.3948299597205935, '10': 0.3924090402351272, '16': 0.37475742250828753, '11': 0.35826046726810085, '9': 0.2723860778416785, '5': 0.25151190360193576, '6': 0.22614256928423324, '7': 0.2071753437851142, '3': 0.19886492039034412, '4': 0.1916378979670119, '2': 0.11431987953585875}
اخذ	{'63': 3.8364131781025512, '78': 3.7646086533787066, '79': 3.368334058286211, '73': 3.3364067212408446, '76': 2.7076223776223776, '72': 2.4571791210534664, '69': 2.4486324110671935, '44': 1.983047375160051, '60': 1.9691799109980928, '54': 1.9473909216647804, '51': 1.8698056259809248, '55': 1.7275627440044616, '59': 1.5696361609405087, '58': 1.530395256916996, '45': 1.4093730093730092, '31': 1.3564196882115958, '48': 1.2044171397464811, '57': 1.185154576063667, '46': 1.0739615838014007, '15': 1.013652725963741, '36': 0.9398956184002912, '35': 0.9269016697588125, '38': 0.9066089094421355, '41': 0.8543468667255074, '42': 0.837077072748892, '13': 0.8277270055047832, '34': 0.808709727951543, '43': 0.7887751464222051, '25': 0.762710528907712, '29': 0.7150653308093632, '19': 0.691534202536167, '23': 0.6653892421378242, '39': 0.6071425771296405, '21': 0.5777446189428135, '40': 0.5749136939010356, '8': 0.5576093609360936, '22': 0.5549718708567742, '33': 0.5427770379196747, '24': 0.5392430625674594, '26': 0.5195437772559544, '20': 0.49751365242531315, '28': 0.4855047021943574, '17': 0.4368487857163004, '18': 0.42028765264586154, '12': 0.3948299597205935, '10': 0.3924090402351272, '16': 0.37475742250828753, '11': 0.35826046726810085, '9': 0.2723860778416785, '5': 0.25151190360193576, '6': 0.22614256928423324, '7': 0.2071753437851142, '3': 0.19886492039034412, '4': 0.1916378979670119, '2': 0.11431987953585875}
